singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
z83zJRBfSp,125.0,8.0,,,,3,QfAaTjZ3v6,Seated Back Extension,c6J6ysvb92,2017-02-15,fake_id_409
2O56j9vrss,0.0,10.0,,,,4,2teBRWJpfh,Jackknife Sit-Up,UVfntrVxza,2016-12-17,fake_id_409
FU8ucj5AGy,0.0,12.0,,,,3,LRJF4cbQc5,Decline Reverse Crunch,5FCw94ZFqt,2016-12-20,fake_id_409
wFxF45dKxJ,167.0,14.0,,,,4,YVjA3SVe4Q,Sit Up,OTd45eGqie,2017-01-05,fake_id_410
ulaeQ8IRw8,22.5,7.0,,,,1,tehh7FQEUC,Dumbbell Lateral Raise,f2ENGz61Ly,2017-01-11,fake_id_410
B5CByRpQH3,95.0,7.0,,,,4,errvOcZYZL,Olympic Squat,PMHayGiqkq,2016-09-23,fake_id_410
NOKMD7P6Eh,20.0,5.0,,,,5,GBG9ItWMnp,Incline Dumbbell Curl,GvjSpgje6G,2017-01-19,fake_id_409
VH5Z1H9Wr1,25.0,11.0,,,,1,7pHNI0YvHF,Dumbbell Incline Fly,rjDZ0vRWs4,2017-03-08,fake_id_410
ZSuVu7k0XW,35.0,8.0,,,,3,hpnswF6zjm,Dumbbell Curl,rJSXR0F5R9,2016-11-23,fake_id_410
HhqfA3JoDd,10.0,12.0,,,,1,VNsLPjnBDJ,Lunge,cWO6YYlkli,2017-01-04,fake_id_409
MzokjC2bt5,0.0,12.0,,,,3,vmws18BJlY,Exercise Ball Crunch,mV2F4JTzHz,2016-12-11,fake_id_409
VorPwGBRac,55.0,15.0,,,,2,NpOlxfOxzA,Smith Machine Bench Press,tV7uTNrXSM,2017-01-20,fake_id_409
nwSQduCTaO,0.0,10.0,,,,2,Q3kGJ4TvtW,Flutter Kicks,zX12yZAriQ,2017-05-12,fake_id_409
TK4dTWQ7tP,20.0,6.0,,,,4,5J6uxVXcDe,Dumbbell Step Up,jPXpxMEtG6,2017-04-19,fake_id_411
WPA6rYV0iu,0.0,0.0,6300.0,1500.0,0.0,1,28OEVFb7GS,Running - Treadmill,W71TYNOx5L,2018-06-16,fake_id_412
fSbYMfvJ8n,0.0,18.0,0.0,0.0,0.0,3,rQpRUUCXus,Glute Ham Raise,78Zc3FGZoB,2019-07-20,fake_id_409
rcQvYMjzwc,0.0,10.0,0.0,0.0,0.0,3,DTQBzkcnXr,Tricep Push Up,YStnBw4EuI,2019-01-07,fake_id_413
yOMfGxlFPu,0.0,15.0,0.0,0.0,0.0,4,rGHNapUKYj,Hanging Knee Raise,GZUctFzB7U,2019-07-29,fake_id_414
5FAzuAIGYQ,9.0,6.0,0.0,0.0,0.0,2,y2VpNAGrPl,Biceps Curl To Shoulder Press,SdOJoMfd2C,2018-05-03,fake_id_415
wJaqnMj9yg,0.0,24.0,0.0,0.0,0.0,1,NBa0CvxaNM,Decline Crunch,ClEBi7r0xN,2019-07-11,fake_id_414
q4OU0yMS6s,18.14371637742559,12.0,0.0,0.0,0.0,1,jojin8D95J,Preacher Curl,t4x9eI9FPB,2019-01-13,fake_id_413
QWearQeuKG,58.96707822663317,15.0,0.0,0.0,0.0,2,CFTxRgljq3,Machine Leg Press,dwJEjYK5fH,2019-01-10,fake_id_416
yFbKs005TB,104.32636917019714,12.0,0.0,0.0,0.0,2,a3y3n9Oqj7,Machine Leg Press,MK5IQDw8pt,2018-04-16,fake_id_417
pxRlunuB7r,30.0,10.0,0.0,0.0,0.0,2,v9OV904uCN,Preacher Curl,nijnx7a90v,2018-03-22,fake_id_415
RFmXpNevTH,0.0,12.0,0.0,0.0,0.0,2,bf4tW9tK6u,Reverse Lunge,7WQmg8EPsu,2019-07-10,fake_id_414
6sCQpt2aNd,31.75150366049478,10.0,0.0,0.0,0.0,1,ijKgmnSwJl,Machine Shoulder Press,2SBDqRx1sB,2019-08-30,fake_id_414
L5vpFwHjBN,0.0,4.0,0.0,0.0,0.0,3,dkPQCyAYk0,Chin Up,T3UNrfTeP0,2018-02-02,fake_id_417
LbxDCOP6NY,4.535929094356399,8.0,0.0,0.0,0.0,3,25fWuVo7CF,Dumbbell Floor Press,XLeHdL5jid,2018-06-07,fake_id_418
bZCf2FFAUe,0.0,18.0,0.0,0.0,0.0,2,WpOkpldTWd,Leg Raises with Stability Ball,9C6sHRgfzs,2019-01-28,fake_id_413
J717q3k5mj,83.91468824559335,5.0,0.0,0.0,0.0,4,BGU0KVEBhU,Barbell Decline Bench Press,9C6sHRgfzs,2019-01-28,fake_id_413
kfHkOfFoz8,4.535929094356399,15.0,0.0,0.0,0.0,1,83TwyC84I6,Concentration Curl,SYe1eFRYVa,2019-01-27,fake_id_416
1MncATYMTX,0.0,10.0,0.0,0.0,0.0,3,kPO3mRpE7B,Incline Push Up,Sqm7K7zdFF,2019-07-04,fake_id_419
5escNR10I4,20.41168092460379,10.0,0.0,0.0,0.0,1,fnFmAXwDe5,Floor Press,2Id8HS88q0,2019-07-29,fake_id_419
X4XC2NiYCA,0.0,10.0,0.0,0.0,0.0,2,LaPPsNHOuo,Wide Grip Pull Up,HMHYZv3MOh,2019-08-14,fake_id_414
opP7MtV3BU,0.0,8.0,0.0,0.0,0.0,1,5o2QlqtTR8,Hanging Leg Raise,aORcqQvjpu,2019-07-21,fake_id_419
LEMzlHpbBJ,43.091326396385774,8.0,0.0,0.0,0.0,1,zPu2LFu0hk,Hammerstrength High Row,zZEzax0qmM,2019-08-30,fake_id_419
3oIrCTsFFu,0.0,0.0,10100.0,3000.0,0.0,1,qHbz8KwhqJ,Running,pmn61eAe7j,2018-08-03,fake_id_412
rogLcXBST0,4.535929094356399,10.0,0.0,0.0,0.0,2,d9kFXUBW1g,Medicine Ball Slam,IGMs3NQCcK,2018-08-14,fake_id_420
ghlMDlHGfp,0.0,30.0,0.0,0.0,0.0,3,nB5VBYzEQL,Oblique Crunch,8lHWChfOtv,2018-08-25,fake_id_421
2M6C6U7k4F,11.339822735890994,15.0,0.0,0.0,0.0,3,4NhBEHCFF8,Stiff-Legged Barbell Good Morning,N5bWyAndTD,2018-05-11,fake_id_409
S9L3gdEtTP,20.41168092460379,8.0,0.0,0.0,0.0,2,0r6BHpF8BC,Landmine Squat to Press,pXJdNTgxi7,2019-09-03,fake_id_419
Clcqot06WT,4.535929094356399,12.0,0.0,0.0,0.0,3,mBr4dAu9CJ,Front Plate Raise,TT5nRi6lSl,2019-06-06,fake_id_416
DCQoGA2VRC,55.0,6.0,0.0,0.0,0.0,4,g0ij1S7nh7,Barbell Step Up,JyVtVKc8w9,2018-05-06,fake_id_412
Q6BBD5P7U8,83.91468824559335,3.0,0.0,0.0,0.0,2,iq2cbOcL2p,Snatch-Grip Deadlift,cr6FdFJJ4i,2018-08-29,fake_id_422
dmtyDTz2c1,20.41168092460379,8.0,0.0,0.0,0.0,2,nNSHoYpLtn,Dumbbell Curl,84AHDA2QlT,2019-08-07,fake_id_414
77Mug8OSmf,0.0,20.0,0.0,0.0,0.0,2,tcjZtyM1UA,Reverse Crunch,84AHDA2QlT,2019-08-07,fake_id_414
H8bjHBwdSo,50.0,15.0,0.0,0.0,0.0,3,5ncROuJbY9,Machine Tricep Dip,fW2yER6Dar,2018-04-30,fake_id_415
cqHwqv4WjP,52.16318458509857,12.0,0.0,0.0,0.0,5,j3m7x7h4mc,Reverse Grip Barbell Bent Over Row,BA7YftUFab,2019-08-25,fake_id_419
hdX5LUbmVG,36.28743275485118,5.0,0.0,0.0,0.0,2,j3m7x7h4mc,Reverse Grip Barbell Bent Over Row,BA7YftUFab,2019-08-25,fake_id_419
P2v5zYfg3b,20.41168092460379,12.0,0.0,0.0,0.0,3,iP5UEmJ4AK,Dumbbell Bent Over Row,BA7YftUFab,2019-08-25,fake_id_419
8cXpQ5jCw6,0.0,10.0,0.0,0.0,0.0,2,XWA751WFo3,TRX Tricep Extension,qipzs6SEFl,2018-09-12,fake_id_420
JqApB1UyQH,65.77097186816775,8.0,0.0,0.0,0.0,5,xTUJWD11U7,Sumo Deadlift,rVnwd1w5Hs,2018-07-19,fake_id_423
T5OGu182X4,9.071858188712797,8.0,0.0,0.0,0.0,3,RCci5tCa01,Machine Rear Delt Fly,mSy9BLJwJl,2018-12-04,fake_id_409
ROFsPe31W0,30.0,12.0,0.0,0.0,0.0,1,nJPE8JGNdP,Smith Machine Bench Press,PL4I3gfL4w,2018-05-27,fake_id_412
zRYObrbV4T,0.0,7.0,0.0,0.0,0.0,2,C4nCCN2JO4,V-Bar Pull Up,4lLobXTH7k,2018-05-07,fake_id_412
0DxFBAa6kZ,60.0,8.0,0.0,0.0,0.0,2,0UUaxzfeFJ,Smith Machine Decline Press,coONidoNqD,2018-01-30,fake_id_412
J0WDrqD3RC,0.0,8.0,0.0,0.0,0.0,2,NjN3WiXzE7,Bosu Ball Mountain Climber,BEnSFGWzK5,2018-06-26,fake_id_409
2tW4H5KUgE,0.0,10.0,0.0,0.0,0.0,2,RWtTK9Tzcc,TRX Row,nJFn9a1BA6,2019-08-04,fake_id_419
EpLhQ45PL6,0.0,0.0,2140.4275199999997,10.0,0.0,1,OeeqI6w0ee,Running - Treadmill,yuIvPXng1Y,2018-05-16,fake_id_417
GUXxmDCiCm,0.0,20.0,0.0,0.0,0.0,2,G0KOJaOkFu,Decline Crunch,lqvrJzAtIl,2019-08-16,fake_id_414
mqfROfhkhs,70.30690096252415,20.0,0.0,0.0,0.0,1,bCweNdQ9jt,Ab Crunch Machine,x7Wklx3FZJ,2019-07-21,fake_id_414
vGY7UnGG9L,0.0,10.0,0.0,0.0,0.0,3,b3ksfhfmBG,Wide Grip Pull Up,x7Wklx3FZJ,2019-07-21,fake_id_414
nS0yg7dbe6,0.0,20.0,0.0,0.0,0.0,1,GqXdkD9KMp,Hanging Leg Raise,gDW0fYkLS0,2019-06-26,fake_id_414
SpZT0bZgFx,26.0,8.0,0.0,0.0,0.0,3,9BRqYYJ8uj,Assisted Neutral Grip Pull Up,qLiwf6uVi9,2018-03-12,fake_id_415
quTE0azk9W,0.0,30.0,0.0,0.0,0.0,1,4ImIAQgtAT,Battle Ropes,LiRl9ruhbl,2018-07-01,fake_id_424
8HfDhAj3rp,65.0,5.0,0.0,0.0,0.0,1,wwBlZRMMLh,Seated Back Extension,IIyNvxswAb,2018-03-21,fake_id_415
rKDj6vP1CP,13.607787283069193,5.0,0.0,0.0,0.0,1,zvx9PZUgni,Kettlebell Upright Row,dnwXZofr0M,2018-12-28,fake_id_425
etT8Gp6utj,0.0,20.0,0.0,0.0,0.0,1,E5gHLloEWj,Decline Crunch,VGmRHfmBpm,2019-08-23,fake_id_414
oykozNhuzP,22.67964547178199,5.0,0.0,0.0,0.0,4,huY97m1TGl,Dumbbell Side Bend,pR5WKzPHtF,2019-01-10,fake_id_413
h9bvPS9Li0,52.0,12.0,0.0,0.0,0.0,4,T4akNFtWFP,Machine Rear Delt Fly,qhSqe7zwtt,2018-09-10,fake_id_412
7RGCeuuegY,20.0,8.0,0.0,0.0,0.0,3,JiS3sydWaR,EZ-Bar Skullcrusher,x5i4SCM9Da,2018-01-08,fake_id_412
RNPsy4BJ9H,14.0,15.0,0.0,0.0,0.0,3,vQmogjNxmS,Cable Russian Twists,yJ2AE7Ildr,2018-07-22,fake_id_412
1gYUBfilaD,63.50300732098956,8.0,0.0,0.0,0.0,4,whdSaq597x,Hammerstrength High Row,HUePqjNR6j,2019-06-17,fake_id_419
5JqwJKn2MK,0.0,20.0,0.0,0.0,0.0,1,IkZ4PlHO7F,Hanging Knee Raise,A1iK6l5CIN,2018-03-06,fake_id_417
ybxamuSuno,26.1,4.0,0.0,0.0,0.0,8,DY46szPLxo,Cable Chest Press,x7EPzmPVbH,2018-07-02,fake_id_412
A8FUG4gh0c,97.52247552866255,6.0,0.0,0.0,0.0,4,nNkOZ9Hpkj,Trap Bar Deadlift,2l4cD6z3mp,2018-06-27,fake_id_424
t6YDLf6km9,11.339822735890994,8.0,0.0,0.0,0.0,2,LiFSkUwKDx,Single Arm Lat Pulldown,v2MPB5mgE3,2019-07-08,fake_id_409
IjJLEjJnKU,0.0,0.0,0.0,15.0,0.0,1,rHbg0FqB4A,Head Tilt,QDZyQZeboI,2019-05-15,fake_id_426
MbKTNCRYMT,0.0,0.0,2204.80128,900.0,0.0,1,NQfZvyChld,Running - Treadmill,C2GQRGnx5Z,2019-01-16,fake_id_413
ncJQ7YAzg9,40.0,10.0,0.0,0.0,0.0,2,GCHXJ9iJAo,Power Clean,CSLMWNnNSi,2018-01-22,fake_id_412
dycjMnrxHT,18.14371637742559,5.0,0.0,0.0,0.0,5,qvRb16e3si,Reverse Barbell Curl,xIcurvv0w4,2018-12-03,fake_id_425
oGLvQT5TLX,0.0,0.0,2462.29632,1560.0,0.0,1,zjysBwO4Mv,Running - Treadmill,NQJlSCiQNt,2019-02-09,fake_id_416
PgzK4GPUSi,65.77097186816775,6.0,0.0,0.0,0.0,3,895WSAatsc,Machine Bench Press,Mlpg9KzqLV,2019-08-08,fake_id_414
BInWJJkFiG,39.689379575618474,6.0,0.0,0.0,0.0,4,NSlMrLG4Yh,Cable Tricep Pushdown,hpbZ6PDeKK,2018-04-17,fake_id_417
iorVRd4VEy,0.0,25.0,0.0,0.0,0.0,3,DnXZkP7EXK,Scissor Crossover Kick,JyVtVKc8w9,2018-05-06,fake_id_412
s1DWpyf2Jk,63.50300732098956,8.0,0.0,0.0,0.0,3,6cBbmXuGha,Wide Grip Lat Pulldown,1pietaao6B,2018-04-24,fake_id_417
7EQtBdbyaQ,50.0,12.0,0.0,0.0,0.0,3,HZSYSiIugh,Stiff-Legged Barbell Good Morning,HTBZcdhRlN,2018-10-27,fake_id_412
w9c87Amjpe,37.0,6.0,0.0,0.0,0.0,2,1aHHZdCAAK,Tricep Overhead Extension with Rope,x5i4SCM9Da,2018-01-08,fake_id_412
pbesAeJyAS,3.0,29.0,0.0,0.0,0.0,3,eNFnglfjpq,Medicine Ball Slam,yJ2AE7Ildr,2018-07-22,fake_id_412
jVgzVCfmtg,10.0,8.0,0.0,0.0,0.0,1,ajytUq9ulr,Single Arm Dumbbell Tricep Extension,yJ2AE7Ildr,2018-07-22,fake_id_412
xQXANsyDLN,31.75150366049478,8.0,0.0,0.0,0.0,3,q9Eq0YXEUv,Machine Tricep Dip,kSabizAaJz,2018-07-30,fake_id_409
TD9v3YF58e,13.607787283069193,6.0,0.0,0.0,0.0,2,aCFwkRHHQH,Dumbbell Step Up,gMtHvDCpUv,2019-06-07,fake_id_419
C4NSMfF8YR,15.87575183024739,8.0,0.0,0.0,0.0,2,hez1siw7yN,Dumbbell Squat,7tun2TDY5v,2018-09-24,fake_id_417
xCgMVBVzEY,6.8038936415345965,12.0,0.0,0.0,0.0,3,vu9JXGHBBH,Cable Lateral Raise,IAGqnYxoqy,2018-06-14,fake_id_418
c9SncWAZgf,0.0,20.0,0.0,0.0,0.0,3,HMXkW1V7QP,Decline Crunch,l8m67vWMYQ,2019-08-21,fake_id_414
1OExk20eQL,0.0,15.0,0.0,0.0,0.0,3,sESwXZbdGu,Opposite Leg Toe Touch,KVxI4utxsb,2019-06-27,fake_id_414
vSlEw2T8DV,0.0,10.0,0.0,0.0,0.0,1,y7v0C4D03W,Leg Pull-In,GAN18GkvAJ,2018-08-06,fake_id_423
yUvsuOrnla,11.339822735890994,10.0,0.0,0.0,0.0,1,GbHGYxjE9k,Cable Preacher Curl,Kh3WCPuHjB,2018-07-04,fake_id_409
XPhalERGp6,0.0,25.0,0.0,0.0,0.0,1,aRAw3brsCq,Oblique Crunch,h14cQZNbfa,2018-06-19,fake_id_412
93oGkIfn5N,18.0,8.0,0.0,0.0,0.0,1,9vtlrRt6h0,Kettlebell Swing,7fVOgIWKND,2018-07-19,fake_id_412
oBFelo5HCN,0.0,30.0,0.0,0.0,0.0,3,sO9wcQNEzC,Oblique Crunch,QrCxnBT9sX,2018-01-25,fake_id_412
9MnCBYJ2eM,17.5,8.0,0.0,0.0,0.0,1,yltKVmO2i2,Machine Bicep Curl,SdOJoMfd2C,2018-05-03,fake_id_415
FQQ768y9W5,9.071858188712797,5.0,0.0,0.0,0.0,5,HMC3GqqGJZ,Dumbbell Incline Fly,KfpiOmIvXG,2019-01-16,fake_id_425
qiLD1et8CV,10.0,15.0,0.0,0.0,0.0,3,NtqtJk1FCV,Dumbbell Squat,6QHny2A13i,2018-02-13,fake_id_415
BNjaVtNZS7,0.0,0.0,2558.85696,1020.0,0.0,1,iICcS3fbSm,Running - Treadmill,EruGGNFfpd,2018-06-18,fake_id_421
kPuI4oDt9Z,27.215574566138386,10.0,0.0,0.0,0.0,1,uEfdlGvW1P,Leg Curl,C9VoI0LOrj,2019-01-21,fake_id_416
HJD5HpAygf,0.0,0.0,3218.688,900.0,0.0,1,cFu5EDWUOL,Running - Treadmill,iqLbSXAfNp,2018-12-15,fake_id_416
GzVJaOUpOG,13.607787283069193,10.0,0.0,0.0,0.0,1,FoQp93eRCS,Machine Row,1soxxxGJhL,2018-12-20,fake_id_416
TNBHYdmTaf,18.14371637742559,10.0,0.0,0.0,0.0,2,FoQp93eRCS,Machine Row,1soxxxGJhL,2018-12-20,fake_id_416
czYi548BPv,0.0,0.0,0.0,15.0,0.0,1,rUnK3VG62M,Couch Stretch,JzuGdHxkKi,2019-07-17,fake_id_409
wOhMpWEwUN,34.01946820767298,8.0,0.0,0.0,0.0,5,34AHnBUmFW,Good Morning,KW9xVPQDOI,2019-07-17,fake_id_419
uci3CjtOG4,105.0,6.0,0.0,0.0,0.0,5,DTEmwJx728,Good Morning,bLg9wwnW9J,2018-01-19,fake_id_417
5x8MrFQ7kj,40.82336184920758,10.0,0.0,0.0,0.0,2,FELGEIZ3Ts,Good Morning,uhbC7tBwxn,2019-07-03,fake_id_414
CUbasfQYxt,13.607787283069193,12.0,0.0,0.0,0.0,4,wFZSpLtanC,Machine Shoulder Press,ClEBi7r0xN,2019-07-11,fake_id_414
XdQGNYl068,0.0,16.0,0.0,0.0,0.0,2,tYZv8LDONC,Decline Push Up,LLAHjTVfDl,2018-06-11,fake_id_412
tkMhwYJLUZ,6.8038936415345965,12.0,0.0,0.0,0.0,2,ExRh7KnN4t,Cable Hip Extension,czS0zsD2bt,2019-04-25,fake_id_426
r2XryUos8n,0.0,8.0,0.0,0.0,0.0,3,jN8B1eypZx,TRX Row,dx7xuj17tl,2019-08-09,fake_id_409
eQs05xWT81,52.16318458509857,4.0,0.0,0.0,0.0,4,oeGdICczXM,Cable Tricep Extension,wOV9MgklaO,2019-08-20,fake_id_414
xK5C8idgGX,13.607787283069193,8.0,0.0,0.0,0.0,1,vquWE3Vbbw,Machine Lateral Raise,4LE6B0wqr2,2018-07-19,fake_id_420
nmrLkE26FP,0.0,10.0,0.0,0.0,0.0,3,eVeywLOSeM,Oblique Crunch,y4prvNnvx1,2018-05-28,fake_id_418
vsHlmDGyuF,99.79044007584076,8.0,0.0,0.0,0.0,2,NwIeHfFQat,Machine Leg Press,LMJVa2WcQ3,2019-07-18,fake_id_414
9mOQSuLD6F,58.96707822663317,10.0,0.0,0.0,0.0,2,SB20E5Hbdj,Smith Machine Stiff-Legged Deadlift,PyukciAdiC,2019-09-11,fake_id_419
2ACbWqtGrP,9.071858188712797,15.0,0.0,0.0,0.0,3,GQAyPOUmTU,Plate Twist,IL7eupTjnF,2018-07-06,fake_id_423
58YOWjAdlM,9.071858188712797,12.0,0.0,0.0,0.0,2,7iUPGZBkBo,Bulgarian Split Squat,LhDVcpKjQG,2018-06-02,fake_id_409
oxHMjxxRrl,0.0,0.0,3830.2387200000003,1186.1,0.0,1,4HgiemnkqB,Elliptical,wMDtkVQkvG,2019-08-28,fake_id_419
lyg0r2ZS8P,20.0,10.0,0.0,0.0,0.0,1,Tv65CGfMj1,Reverse Barbell Curl,x9Vz2F4Cpy,2018-06-21,fake_id_415
DoJzSnRAR5,17.0,12.0,0.0,0.0,0.0,2,ADvxuBSfbI,Standing Cable Core Twist,3HXoeHjFEe,2018-09-06,fake_id_412
ttMDwG4qAj,20.41168092460379,12.0,0.0,0.0,0.0,2,F7d9wlo2DE,Thruster,iVeRCxFpQZ,2019-07-18,fake_id_419
3SG0bEdg9V,20.0,10.0,0.0,0.0,0.0,2,E8OAOs8BzH,Smith Machine Upright Row,qLiwf6uVi9,2018-03-12,fake_id_415
Qn4wrDvlzs,16.25,8.0,0.0,0.0,0.0,2,U6x2UCkcJH,Shotgun Row,nijnx7a90v,2018-03-22,fake_id_415
1Gg7XEI9lP,20.0,6.0,0.0,0.0,0.0,1,HAO2nsRgWs,Reverse Barbell Curl,0B7FcGnotM,2018-07-31,fake_id_412
2Eo8q1Buvn,18.14371637742559,10.0,0.0,0.0,0.0,3,mz30Qe2lBG,Split Squat,ESSwFwZwer,2018-07-26,fake_id_409
czC6g1Qb1X,31.75150366049478,10.0,0.0,0.0,0.0,2,TaGxuplFpJ,Machine Rear Delt Fly,FRYjnzr0Uo,2018-02-22,fake_id_417
ldgt27KKdI,0.0,22.0,0.0,0.0,0.0,2,WNi37seUzM,Scissor Kick,7hLfRfDquL,2018-05-15,fake_id_424
EGfTVxOpTC,11.339822735890994,12.0,0.0,0.0,0.0,4,1EFytPP379,Dumbbell Stiff Legged Deadlift,vy7aJnBvP6,2018-07-14,fake_id_409
CUnJzqQ1JL,15.87575183024739,12.0,0.0,0.0,0.0,1,cox9PbRZJE,Plate Twist,JAKqkMeuoJ,2019-01-16,fake_id_413
lwxpryJTbu,54.43114913227677,10.0,0.0,0.0,0.0,2,X2XGvNMnA5,Rack Pulls,m12senZyx2,2018-07-10,fake_id_423
rHCy2BJXuA,24.94761001896019,8.0,0.0,0.0,0.0,1,UkO5biFRTm,Machine Tricep Dip,wobV5QxYlq,2019-05-31,fake_id_419
vQUlsaOeNZ,43.091326396385774,6.0,0.0,0.0,0.0,5,rjQLo0WwDP,Clean High Pull,B03aoOR6hL,2019-08-09,fake_id_419
6azwrPPn2b,20.41168092460379,10.0,0.0,0.0,0.0,1,rjQLo0WwDP,Clean High Pull,B03aoOR6hL,2019-08-09,fake_id_419
TMRTJGosBc,54.43114913227677,8.0,0.0,0.0,0.0,3,rRHWJCHVUr,Wide Grip Lat Pulldown,PXrG5uymfB,2018-02-28,fake_id_417
jNj6H4LlbS,22.67964547178199,6.0,0.0,0.0,0.0,5,Gdr8JXuh5U,Upright Row,cvWvBDAeED,2019-01-08,fake_id_413
lza4d3Z17y,36.28743275485118,5.0,0.0,0.0,0.0,3,RbQKuY3OCY,Upright Row,4Ti23cdMJT,2018-01-25,fake_id_417
NiwKIQQB1X,11.339822735890994,5.0,0.0,0.0,0.0,2,nQFLIHup4W,Upright Row,lXoSyG0WgN,2018-11-23,fake_id_425
s51tes4o0m,63.50300732098956,10.0,0.0,0.0,0.0,3,fx7tb3CUF6,Seated Leg Curl,hVloUOaXdN,2018-06-08,fake_id_421
hyWHkSuPF2,49.89522003792038,4.0,0.0,0.0,0.0,3,an51TKOymp,Lat Pulldown,Q0yhjjMCLX,2019-02-01,fake_id_425
r6Fk9NFhfG,86.0,8.0,0.0,0.0,0.0,2,7AhNgWHbj4,Lat Pulldown,8l4XcgOHDZ,2018-06-22,fake_id_412
ADFhkHrssd,102.05840462301893,12.0,0.0,0.0,0.0,4,VZm6tfFpAE,Lat Pulldown,rOLNweKooI,2018-05-09,fake_id_424
ASO0qjoFdT,50.0,8.0,0.0,0.0,0.0,1,z3t31KrCdG,Lat Pulldown,9ec3nQPQwr,2017-11-06,fake_id_409
7dr0QMEMIk,43.091326396385774,8.0,0.0,0.0,0.0,1,s9K0Dm4NfE,Lat Pulldown,gsNVE2WhNW,2018-01-26,fake_id_417
uRkn5pOYvr,5.0,15.0,0.0,0.0,0.0,1,FfN3o4PB51,Dumbbell Front Raise,zwGuAklvm6,2018-04-19,fake_id_415
UXfl3UYzyq,45.0,12.0,,,,1,1pPVNQGISK,Close-Grip Bench Press,WJxM6AJ1vR,2017-05-15,fake_id_409
0QLXMreQH8,61.23504277381137,12.0,0.0,0.0,0.0,1,W3YIyguhMQ,Close-Grip Bench Press,dvmu7edTOK,2018-05-17,fake_id_424
SWIC1Z6ggW,65.0,6.0,0.0,0.0,0.0,6,9oJHukYphy,Close-Grip Bench Press,h14cQZNbfa,2018-06-19,fake_id_412
jcLTT8XqQ9,27.215574566138386,8.0,0.0,0.0,0.0,4,O0C1MYdQC5,Close-Grip Bench Press,QDZyQZeboI,2019-05-15,fake_id_426
PONngZ8Qp1,31.75150366049478,8.0,0.0,0.0,0.0,5,O0C1MYdQC5,Close-Grip Bench Press,QDZyQZeboI,2019-05-15,fake_id_426
V160D61qGD,55.0,8.0,0.0,0.0,0.0,4,NZiCPxkFn0,Close-Grip Bench Press,hPI03SS8s4,2018-02-14,fake_id_412
lBB4RzSgGx,8.0,12.0,,,,2,coKnAScN0S,Russian Twist,o95GBYKh6m,2017-04-14,fake_id_411
KwIxhgI9i7,0.0,14.0,,,,2,zj60FoY4jF,Russian Twist,AgWMC6v7LA,2017-01-15,fake_id_409
fV4MeKBGHQ,10.0,17.0,0.0,0.0,0.0,2,ffiFQWbWXQ,Russian Twist,aKFcHfRekc,2018-06-25,fake_id_412
OX9GHF1qR7,29.483539113316585,8.0,0.0,0.0,0.0,1,YnRDGa4eG6,Dumbbell Row,71i5mkGvRO,2019-08-20,fake_id_419
E4giLcK2Lt,18.14371637742559,10.0,0.0,0.0,0.0,1,AA55iFPNWL,Skullcrusher,u0NUTGIas2,2018-11-30,fake_id_425
EYM5PcAlv2,40.0,6.0,0.0,0.0,0.0,2,aKQytGCQ5Z,Skullcrusher,ZQndlC4FAF,2018-09-20,fake_id_412
HzDlo9hdLn,172.0,9.0,,,,3,DWS9vWEYDu,Back Extensions,Gcc3haaqDg,2016-11-11,fake_id_410
cQlA08aUzX,90.0,12.0,,,,1,ZLGGrq8LdG,Back Extensions,R5rkalN0HF,2017-01-18,fake_id_409
mtnbGohn20,0.0,20.0,0.0,0.0,0.0,2,l0lY5hrZDX,Back Extensions,Sqm7K7zdFF,2019-07-04,fake_id_419
D77bjkgXPm,15.87575183024739,10.0,0.0,0.0,0.0,3,FiHR9wIMI8,Back Extensions,zZEzax0qmM,2019-08-30,fake_id_419
NRXWw1Z9y7,11.339822735890994,12.0,0.0,0.0,0.0,3,Yo53WCgVzG,Back Extensions,CRNXTAJ9h2,2019-05-17,fake_id_419
Jgd3j8dM26,40.82336184920758,10.0,0.0,0.0,0.0,1,nMpkT7hJIJ,Cable Rope Tricep Extension,xREqZPdi19,2019-09-04,fake_id_414
Tccwj2ObXz,20.0,5.0,,,,1,KR1Z1rO9RE,Romanian Deadlift,qafg4cIaBK,2017-04-12,fake_id_411
kPwfYZJRGE,38.555397302029384,8.0,0.0,0.0,0.0,3,dSsFIO9GfE,Romanian Deadlift,PRRMvSqTG0,2019-01-03,fake_id_409
fYhQWIJmCb,38.555397302029384,8.0,0.0,0.0,0.0,4,dSsFIO9GfE,Romanian Deadlift,PRRMvSqTG0,2019-01-03,fake_id_409
AVF5RPboNT,38.555397302029384,8.0,0.0,0.0,0.0,4,iSC34LYIaP,EZ-Bar Curl,DpsSbbIG4M,2018-09-07,fake_id_417
sLoY2ZcfZR,45.35929094356398,8.0,0.0,0.0,0.0,2,CPpSiIBW0m,EZ-Bar Curl,2eOMGK8Cgb,2019-07-22,fake_id_414
PhtI4mH5Sx,18.14371637742559,15.0,0.0,0.0,0.0,2,UyxqUnonfd,Dumbbell Kickbacks,hxnBxHKQWB,2018-05-31,fake_id_424
0WtYd90kYA,11.339822735890994,10.0,0.0,0.0,0.0,2,uF4SrEG6aC,Dumbbell Kickbacks,wobV5QxYlq,2019-05-31,fake_id_419
