singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
WnhPuyAEQ8,20.41168092460379,10.0,0.0,0.0,0.0,1,qFPxUUTFBJ,Close-Grip Bench Press,HTgrCxovLR,2018-07-27,fake_id_423
kI8neBkahI,15.0,5.0,,,,4,CiU6BFrigh,Close-Grip Bench Press,V7JDwy1FfZ,2016-11-26,fake_id_409
P29J84NH9I,12.0,12.0,0.0,0.0,0.0,2,xO33FnPLlL,Dumbbell Row,jsIcQDOook,2018-03-29,fake_id_415
VuRNP1hIaA,20.0,10.0,,,,3,3VGEtK9JPO,Dumbbell Row,dD6NBAm66G,2017-09-06,fake_id_411
fOA6H5PvyV,20.0,8.0,0.0,0.0,0.0,1,V2IxPcaYcf,Skullcrusher,3HXoeHjFEe,2018-09-06,fake_id_412
vtGryJWkux,40.0,8.0,0.0,0.0,0.0,3,AiEIwOl44p,Skullcrusher,BW915O7YEf,2018-11-09,fake_id_412
tx2CPDDqWE,58.96707822663317,15.0,0.0,0.0,0.0,3,msHFtoQbsc,Lying Hamstrings Curl,8dJQeqLGi9,2018-08-30,fake_id_421
6EtNxg5O4A,9.071858188712797,10.0,0.0,0.0,0.0,2,rDzQPSRTrL,Lying Hamstrings Curl,CaAo4oTuNq,2019-08-01,fake_id_409
67tHkdmVU0,22.67964547178199,8.0,0.0,0.0,0.0,1,CHJgw4RCVN,Cable Rope Tricep Extension,8a0j3RAAg6,2019-07-01,fake_id_419
dHceNloIbU,26.1,9.0,0.0,0.0,0.0,5,Dt4m6m1FDW,Cable Rope Tricep Extension,yJ2AE7Ildr,2018-07-22,fake_id_412
NtXidXUSiR,24.0,11.0,0.0,0.0,0.0,3,DbHMStAcnG,Cable Rope Tricep Extension,V8bcdxeUwd,2018-09-28,fake_id_412
SP2hXsC8Gm,23.81362774537109,15.0,0.0,0.0,0.0,2,E492PYmRXs,Cable Rope Tricep Extension,OdxrUlkG5B,2019-05-19,fake_id_419
E9JYtOBPYl,24.94761001896019,15.0,0.0,0.0,0.0,4,gx1X44paTc,EZ-Bar Curl,Yn160CztEo,2019-07-31,fake_id_414
LoHqu2TfD0,31.75150366049478,12.0,0.0,0.0,0.0,4,RxghqXcXVh,EZ-Bar Curl,bDX0udWTDd,2019-07-09,fake_id_414
IAXoHGg1eX,45.35929094356398,8.0,0.0,0.0,0.0,2,PT4z1KWwWr,EZ-Bar Curl,HMHYZv3MOh,2019-08-14,fake_id_414
Pv6fpODalK,50.0,5.0,0.0,0.0,0.0,2,yQQwtl15Ce,EZ-Bar Curl,AMK8GpgyuJ,2018-01-09,fake_id_412
i5Wl3p2e93,40.0,10.0,0.0,0.0,0.0,3,pFjbBJ3UOt,EZ-Bar Curl,OY7KcTf5Pv,2018-06-29,fake_id_412
TXqAt7Avx6,40.0,10.0,0.0,0.0,0.0,4,pFjbBJ3UOt,EZ-Bar Curl,OY7KcTf5Pv,2018-06-29,fake_id_412
Z0mtUMJJAN,165.0,16.0,,,,2,qMyvXLI1Qt,Crunches,IMuXlW708A,2016-12-22,fake_id_410
6Ekc6W1q6U,0.0,48.0,0.0,0.0,0.0,3,tHWjzYM5vg,Crunches,jPR3DDdS3k,2019-08-07,fake_id_419
BFFDt224TP,165.0,5.0,0.0,0.0,0.0,6,FGiAd3JTQw,Back Squat,OIWudjeVUK,2018-02-09,fake_id_412
4ZWsbgKnBU,61.23504277381137,5.0,0.0,0.0,0.0,2,jX21AAsMDV,Back Squat,RUsDJ240lZ,2018-09-08,fake_id_422
4wOdqpmEhT,106.59433371737532,4.0,0.0,0.0,0.0,8,KSPM1H2zdH,Back Squat,KW9xVPQDOI,2019-07-17,fake_id_419
Syc6IazkKF,155.0,6.0,0.0,0.0,0.0,5,FGiAd3JTQw,Back Squat,OIWudjeVUK,2018-02-09,fake_id_412
VnEOAsESID,70.30690096252415,6.0,0.0,0.0,0.0,4,x8P1qCvGrW,Back Squat,LE3DGRfr9z,2019-05-20,fake_id_419
EuW8DqNJFF,61.23504277381137,12.0,0.0,0.0,0.0,2,taRa3aVWEK,Back Squat,Uy6ofTgEr4,2018-04-11,fake_id_417
txxoGEUlcp,120.0,5.0,0.0,0.0,0.0,4,a3Cn9gbIqI,Back Squat,c4azqxsc69,2018-06-18,fake_id_412
ljCaLt7IFZ,105.0,10.0,0.0,0.0,0.0,3,fcJg8XmwtX,Back Squat,mIPXV3Fbpw,2018-10-14,fake_id_412
B7z2L4EJ2g,145.14973101940473,12.0,0.0,0.0,0.0,2,rwGeDH0qhi,Leg Press,71BLviZSGy,2018-04-02,fake_id_417
kfzo0ki8O4,285.76353294445306,4.0,0.0,0.0,0.0,4,XJ4zKcjq1X,Leg Press,yXvuizLOd7,2019-09-05,fake_id_414
vRw3V3n8ID,120.0,5.0,0.0,0.0,0.0,2,dyPzZo9Gtt,Leg Press,lMogQHntNv,2018-05-14,fake_id_412
nC5q586UOa,54.43114913227677,8.0,0.0,0.0,0.0,3,WuuNfO9rh0,Cable Row,PXrG5uymfB,2018-02-28,fake_id_417
UOjyoqLIt6,40.82336184920758,8.0,0.0,0.0,0.0,1,dFhW1nMxxb,Cable Row,OasM0oAg6c,2018-12-26,fake_id_425
rSGQEwBhcP,84.0,10.0,0.0,0.0,0.0,6,XANPGkHywX,Cable Row,jyr0dmLjCm,2018-01-16,fake_id_412
B5ZFSSEbqC,40.0,10.0,0.0,0.0,0.0,1,XANPGkHywX,Cable Row,jyr0dmLjCm,2018-01-16,fake_id_412
C7sYDXiFrx,72.57486550970236,15.0,0.0,0.0,0.0,3,fUKTqzPsPd,Cable Row,8dJQeqLGi9,2018-08-30,fake_id_421
hAYp7bLhgo,83.91468824559335,4.0,0.0,0.0,0.0,4,mGxSUxRg5v,Cable Row,lqvrJzAtIl,2019-08-16,fake_id_414
4Ckid6RlVc,4.535929094356399,12.0,0.0,0.0,0.0,1,BHNDc2U6qK,Seated Dumbbell Curl,SYe1eFRYVa,2019-01-27,fake_id_416
ziLiQuNTIC,4.535929094356399,12.0,0.0,0.0,0.0,1,aSxB9dR9lI,Seated Dumbbell Curl,ofmukoXVnn,2019-01-23,fake_id_416
nAO19PGyBM,20.0,8.0,,,,1,cRABPrtU7r,Dumbbell Lunge,o95GBYKh6m,2017-04-14,fake_id_411
4CcgQi7BuY,9.071858188712797,5.0,0.0,0.0,0.0,2,hAYru5S8br,Dumbbell Lunge,EbX1MA6YaO,2018-05-31,fake_id_423
BYgGUelAlD,20.0,4.0,,,,1,jNOTroLKu5,Dumbbell Lunge,IkLd1KhByA,2017-01-06,fake_id_410
IVgEW4YtRj,155.0,5.0,0.0,0.0,0.0,6,fqk46rIqkA,Deadlift,ZD16oQ0iDH,2018-02-05,fake_id_412
HbWCEsQOEg,47.627255490742165,8.0,0.0,0.0,0.0,5,yOnQDCeCTe,Deadlift,eP4JFhvx39,2019-08-23,fake_id_409
cUk2rg00FY,135.0,5.0,,,,3,r2vNdU8zdu,Deadlift,pIGH8zAYGR,2017-02-27,fake_id_409
e35GTvzAu1,12.0,12.0,,,,3,xyEJX7DGYZ,Dumbbell Rear Delt Raise,tZUAzoQ5uI,2016-12-11,fake_id_409
Kl5Mt2C0A6,10.0,20.0,,,,2,YP6c79y3mc,Dumbbell Rear Delt Raise,qtLe6arNPF,2017-08-09,fake_id_427
gSTXRA94Dv,7.937875915123695,10.0,0.0,0.0,0.0,1,9D7CCloSrY,Dumbbell Rear Delt Raise,YktIR7dZb6,2018-09-06,fake_id_422
djnp55zKE9,15.87575183024739,10.0,0.0,0.0,0.0,2,G8IWkSiz4S,Dumbbell Rear Delt Raise,sSEEPhzURZ,2019-08-23,fake_id_419
Zakg8oJm9z,7.0,10.0,0.0,0.0,0.0,2,NZ5xHMAymH,Dumbbell Rear Delt Raise,DM947bNb53,2018-06-18,fake_id_415
y5zBn74J0q,13.607787283069193,10.0,0.0,0.0,0.0,3,MEb1f75pDD,Dumbbell Fly,71i5mkGvRO,2019-08-20,fake_id_419
AmaCgOtoco,9.071858188712797,10.0,0.0,0.0,0.0,2,fte3e77Pem,Dumbbell Fly,AadYDCSq2C,2018-06-12,fake_id_423
4Sk1fNdf2Q,25.0,15.0,,,,2,qEPcYxJFhc,Dumbbell Bench Press,zpJCb2IDSU,2017-08-04,fake_id_427
dCKAtmIxzm,25.0,15.0,,,,3,qEPcYxJFhc,Dumbbell Bench Press,zpJCb2IDSU,2017-08-04,fake_id_427
DrwAc1Z9YB,34.01946820767298,6.0,0.0,0.0,0.0,5,3N5NFsqTow,Dumbbell Bench Press,5eIiu3vsrd,2018-09-11,fake_id_417
fJDOD0MS3o,13.607787283069193,12.0,0.0,0.0,0.0,2,FpQppdcEqv,Dumbbell Bench Press,ahJzbQ9Jrz,2019-06-03,fake_id_426
GOow5MJDKI,0.0,9.0,0.0,0.0,0.0,4,TgJPOHqWlw,Superman,RPD0B0NJvi,2018-02-26,fake_id_417
HuNgulhjaf,0.0,15.0,0.0,0.0,0.0,2,DTVhAwLcHl,Superman,bEqVCzbcfF,2018-06-08,fake_id_423
bOdU9fOt4n,0.0,12.0,0.0,0.0,0.0,1,SUsaAmiOcy,Superman,MNPmnDWToR,2018-07-08,fake_id_424
L9JG24i6uf,0.0,10.0,0.0,0.0,0.0,1,hauMBr16D3,Superman,1rBRdp3frn,2018-08-20,fake_id_420
T3R4J9CoF6,45.0,6.0,,,,3,L0zNNc3YS8,Leg Extension,qtImz3IEFT,2017-02-02,fake_id_409
TZRRfckxuI,27.215574566138386,10.0,0.0,0.0,0.0,3,6jpLNBeEBV,Leg Extension,RXuehI2QNl,2019-02-02,fake_id_416
nzmX1OhIdc,68.03893641534596,10.0,0.0,0.0,0.0,3,O7Sqa0afAx,Leg Extension,simd6pQ4C8,2019-01-23,fake_id_413
WJbcFFy869,129.2739791891573,6.0,0.0,0.0,0.0,3,xWANMiVwNV,Leg Extension,VGmRHfmBpm,2019-08-23,fake_id_414
0Wabk2a3vn,110.0,6.0,0.0,0.0,0.0,6,M7oY1LSXwC,Front Squat,aKFcHfRekc,2018-06-25,fake_id_412
N0OkXJXA36,75.0,10.0,,,,2,7pfmpTjdF4,Front Squat,mWarwUEgRA,2017-07-24,fake_id_409
KB73j39spe,168.0,29.0,,,,1,iRpdo0tACr,Push Up,AwR1OGkDh6,2017-02-10,fake_id_410
6ZaKmV0rwn,0.0,12.0,0.0,0.0,0.0,2,9Y6rxGo6a4,Push Up,XoB8oYW1SX,2019-08-26,fake_id_419
pGDv1PfyHK,0.0,25.0,0.0,0.0,0.0,1,sseGDoJsCy,Push Up,rqlB2EE7vB,2018-08-21,fake_id_420
67d8bFMdcR,65.0,8.0,,,,2,Dgp3hY14aH,Barbell Bench Press,mzGK1lphOP,2017-01-15,fake_id_409
lNDNF3Y4UY,75.0,6.0,0.0,0.0,0.0,3,bXsw0FUaWD,Barbell Bench Press,z7PqiYEcMt,2018-03-13,fake_id_412
YzZYxoGI1R,185.0,10.0,,,,1,KfTGvmoG0X,Barbell Bench Press,W8BbG6dLuz,2016-11-02,fake_id_410
PDwoSP8e8E,70.30690096252415,8.0,0.0,0.0,0.0,3,NxjcJ6lzma,Barbell Bench Press,m6kQPRtifr,2018-04-28,fake_id_417
MjBhXmL7KA,79.37875915123695,6.0,0.0,0.0,0.0,6,EpMttAvq2Z,Barbell Bench Press,5DFPgDB0Uc,2019-06-09,fake_id_419
w5ANigJw45,195.0,3.0,,,,3,uFFEYuAWsH,Barbell Bench Press,THcuconpxH,2017-02-01,fake_id_410
JjTwyqjsPu,70.30690096252415,5.0,0.0,0.0,0.0,4,V4ghl0QPDO,Barbell Bench Press,42s8R2lbSR,2018-09-19,fake_id_417
RBNsl7WOkH,61.23504277381137,8.0,0.0,0.0,0.0,5,V4ghl0QPDO,Barbell Bench Press,42s8R2lbSR,2018-09-19,fake_id_417
zBFji3aO8G,38.555397302029384,5.0,0.0,0.0,0.0,5,1xqwzGcLzG,Barbell Bench Press,zwQaXocnjt,2019-05-29,fake_id_426
eheEMbUpW2,11.339822735890994,8.0,0.0,0.0,0.0,4,NHh40jhXjb,Dumbbell Shoulder Press,7n66qo2Wgu,2019-01-24,fake_id_425
hf6BwBaoOg,20.0,8.0,0.0,0.0,0.0,4,z1IPAS17ra,Dumbbell Shoulder Press,el5jVnkujI,2018-05-11,fake_id_412
Ro9jbqvGDX,0.0,20.0,0.0,0.0,0.0,3,Wmd2mse85l,Bicycle Crunch,HoC7kKsaOl,2018-09-30,fake_id_412
OHfYUcV3nR,34.01946820767298,5.0,0.0,0.0,0.0,2,7fJGohRTdC,Barbell Curl,9qxxEbZEm3,2019-07-29,fake_id_419
X6TZaAhxbW,34.01946820767298,12.0,0.0,0.0,0.0,5,kzZoRzP2GG,Barbell Curl,zZEzax0qmM,2019-08-30,fake_id_419
5nq9XEb2fA,20.41168092460379,10.0,0.0,0.0,0.0,1,l8WCAf3riS,Barbell Curl,Buzh4EYxRB,2019-09-04,fake_id_419
RPFuYVKGeb,20.0,12.0,0.0,0.0,0.0,3,gjsfbCA1RG,Barbell Curl,9KH2gsBcHm,2018-04-07,fake_id_415
h5vKTAwNB9,43.091326396385774,5.0,0.0,0.0,0.0,2,EBHvHtkq6k,Barbell Shoulder Press,f6AxRX4Y7Y,2018-02-05,fake_id_417
50mDyq16Lp,29.483539113316585,6.0,0.0,0.0,0.0,1,EBHvHtkq6k,Barbell Shoulder Press,f6AxRX4Y7Y,2018-02-05,fake_id_417
ZMQjk6lYGu,45.0,7.0,0.0,0.0,0.0,4,djhuyH8wM9,Barbell Shoulder Press,qhSqe7zwtt,2018-09-10,fake_id_412
2fTX7CAxzl,65.0,4.0,,,,3,XAYrPJy9Vj,Barbell Shoulder Press,5Bcjp1M4hC,2016-10-14,fake_id_410
ro8O2dLBg1,0.0,60.0,0.0,0.0,0.0,1,P9tQvwhe4w,Plank,qZVlr1Y8PR,2018-09-22,fake_id_417
jKYxfa2Z4H,0.0,45.0,0.0,0.0,0.0,3,CMSmrwiaws,Plank,4VHVLMIFRA,2018-06-30,fake_id_421
VtNgfQK7SW,11.339822735890994,8.0,0.0,0.0,0.0,2,4R1aX8vp7b,Dumbbell Bicep Curl,zwQaXocnjt,2019-05-29,fake_id_426
vYIH0nDxit,4.535929094356399,10.0,0.0,0.0,0.0,1,lR2IiECHTA,Dumbbell Bicep Curl,NRPDZjyR4r,2018-06-10,fake_id_418
8JDIyTLyXl,4.535929094356399,10.0,0.0,0.0,0.0,3,lR2IiECHTA,Dumbbell Bicep Curl,NRPDZjyR4r,2018-06-10,fake_id_418
2QjHXiFh99,13.607787283069193,18.0,0.0,0.0,0.0,2,eeHrge9Uj5,Dumbbell Bicep Curl,IsY6Q3FeGH,2018-05-09,fake_id_417
BYbufdtTnK,170.0,4.0,,,,3,w9RmckZk8G,Pull Up,LMqtFGySYa,2016-11-08,fake_id_410
ppqJhZpvjU,0.0,8.0,0.0,0.0,0.0,3,oQc8zc6DbE,Pull Up,NjrYgg4bfC,2018-07-05,fake_id_412
5hFpk8m6n5,0.0,5.0,0.0,0.0,0.0,3,isORMmOCeS,Pull Up,AMK8GpgyuJ,2018-01-09,fake_id_412
x8Hp5FXjIg,70.30690096252415,8.0,0.0,0.0,0.0,2,wzStXeuvNZ,Barbell Incline Bench Press,6jlnPiHIOx,2018-06-23,fake_id_417
ckyAxcpW1a,45.0,15.0,,,,2,owodWDRTHp,Barbell Incline Bench Press,xQUHU3nMcZ,2017-05-18,fake_id_409
ZGxLECusU2,43.091326396385774,8.0,0.0,0.0,0.0,2,NENmABy8VN,Barbell Incline Bench Press,qBELVk8Jto,2019-07-17,fake_id_419
st2dOTDjXV,0.0,16.0,0.0,0.0,0.0,2,wPwRYx0Ife,Scissor Kick,4pPbMjvoCd,2019-05-23,fake_id_409
mVKQrIXJFD,0.0,0.0,0.0,1080.0,0.0,1,dM3exiYfgC,Stair Stepper,8Bu0nWpcn9,2019-04-20,fake_id_426
j5nIiZSV5l,102.05840462301893,7.0,0.0,0.0,0.0,3,3rayg8102o,Smith Machine Incline Bench Press,Dw19TRrKLM,2018-06-02,fake_id_424
Uu7hFP7GJW,6.8038936415345965,10.0,0.0,0.0,0.0,1,j9qgFddXix,Alternating Medicine Ball Push Up,DKLF3RmR2q,2018-05-06,fake_id_424
nccWGzTNC0,34.01946820767298,10.0,0.0,0.0,0.0,1,YIK2NsLoQq,Machine Shoulder Press,qpQlj8mugI,2019-06-20,fake_id_414
ImQ2yv64T1,12.0,10.0,0.0,0.0,0.0,3,D5lQ9Q3bR5,Concentration Curl,d8qetOrvgc,2018-04-14,fake_id_415
WSJ8vy09dO,0.0,0.0,1823.5622598291666,1225.6511739492414,0.0,1,nprBG9OeCD,Hiking,QnNmE3ISon,2019-05-15,fake_id_426
kEbLVwJ5vd,49.89522003792038,4.0,0.0,0.0,0.0,4,2FDKGoUS9h,Hammerstrength Chest Press,dlZIO92d7F,2019-08-29,fake_id_414
NVsY77kc3f,65.77097186816775,10.0,0.0,0.0,0.0,1,okaAo6PmWr,Wide Grip Lat Pulldown,AUv6H76m79,2019-08-09,fake_id_414
ikclJN93C5,0.0,0.0,0.0,15.0,0.0,2,iMLh2tp4yn,Shin Box Quad,sAHNLNGhFN,2019-04-27,fake_id_426
SgxRVbbEZw,22.67964547178199,8.0,0.0,0.0,0.0,4,IQyAx3qnqe,Arnold Dumbbell Press,UHakfjNajl,2018-06-25,fake_id_424
SkZNnt7kLw,0.0,7.0,0.0,0.0,0.0,5,3zJhdvJEFf,Chin Up,jyr0dmLjCm,2018-01-16,fake_id_412
kXatwJcAaw,0.0,0.0,1448.4096000000004,600.0,0.0,1,cguKnhfa3Z,Elliptical,EkyT4zFnJ4,2018-11-30,fake_id_417
6c9Bta1MJY,25.0,15.0,0.0,0.0,0.0,2,RqD2Hn2jSJ,Hang Power Snatch,eEwNEC6z3X,2018-03-01,fake_id_412
TphmGIWFzn,25.0,10.0,,,,3,7ALDCl7jDY,Kettlebell Swing,Mj8CFPTbrl,2016-12-30,fake_id_410
FtWyuxxMJI,20.0,13.0,,,,1,7ALDCl7jDY,Kettlebell Swing,Mj8CFPTbrl,2016-12-30,fake_id_410
CMHf96gChT,16.32934473968303,10.0,0.0,0.0,0.0,2,iFHQNKjWMw,Single Leg Leg Extension,ATrHD9sIdl,2018-06-11,fake_id_418
5o5SrjEP2x,49.89522003792038,8.0,0.0,0.0,0.0,1,Gb080Xbh4p,Machine Tricep Dip,Ez6ll9n2b4,2019-07-14,fake_id_419
BQ6UMJPjht,24.94761001896019,15.0,0.0,0.0,0.0,3,54TYOHzTIj,Rack Pulls,UEfU6gQbfK,2018-08-07,fake_id_409
W0UYSHUNQH,161.0,13.0,0.0,0.0,0.0,5,vEXhyGKARP,Machine Leg Press,LRfZiZncbo,2018-10-29,fake_id_412
1EhORoQxq0,81.64672369841516,6.0,0.0,0.0,0.0,4,vgJCr0qcg7,Hack Squat,FPp3oHGVXb,2019-05-28,fake_id_426
GhPPNhFjk0,95.25451098148433,10.0,0.0,0.0,0.0,3,YFpOp7FfpI,Machine Leg Press,fnd1gYU4kW,2018-07-16,fake_id_420
zD25CBWCXA,11.339822735890994,8.0,0.0,0.0,0.0,3,42Dboakyrd,Machine Tricep Dip,rpFLG2XnHS,2018-05-22,fake_id_409
bIfsu9RO9J,18.14371637742559,10.0,0.0,0.0,0.0,1,lf2BJAriK6,Machine Hip Abductor,rLdQC1BE5z,2018-05-15,fake_id_409
8TKqKi5dwA,20.41168092460379,12.0,0.0,0.0,0.0,2,p7RtdV3rwJ,Dumbbell Stiff Legged Deadlift,2l4cD6z3mp,2018-06-27,fake_id_424
1azjEmgOoI,104.32636917019714,8.0,0.0,0.0,0.0,2,afgDS24SOT,Machine Leg Press,pi555eOpxZ,2018-10-16,fake_id_417
TU3n56JXVk,15.0,12.0,,,,2,yX9UErIDVK,Barbell Lunge,5FCw94ZFqt,2016-12-20,fake_id_409
yBmohQOv2w,40.0,10.0,,,,1,uKsCnACYwi,Single Leg Leg Extension,BlinND1Eeu,2017-02-28,fake_id_409
H1pHKBF8Ne,20.41168092460379,4.0,0.0,0.0,0.0,1,68clTRALfA,Snatch,qBQgurAnIz,2019-07-03,fake_id_419
I38V0RWlUB,50.0,10.0,0.0,0.0,0.0,2,jFxUU0c82Y,Barbell Decline Bench Press,2U1xImg0PD,2018-10-22,fake_id_412
ym4GoqS687,0.0,6.0,0.0,0.0,0.0,3,FDWVbiiS7v,Neutral Grip Pull Up,PWdFbmF0xV,2018-01-20,fake_id_412
DXflIXY7P3,6.8038936415345965,10.0,0.0,0.0,0.0,3,UffUNT4hyW,Dumbbell Stiff Legged Deadlift,NRPDZjyR4r,2018-06-10,fake_id_418
HiBdn7Q1w8,11.339822735890994,15.0,0.0,0.0,0.0,4,kPNSyHsEo9,Incline Hammer Curl,RtxRYVsEAg,2019-06-10,fake_id_419
7IeUKJqV7U,61.23504277381137,10.0,0.0,0.0,0.0,2,zAUWjTyzPM,Stiff-Legged Deadlift,sk69K93vt6,2018-11-07,fake_id_417
ciavfuXM3x,83.91468824559335,4.0,0.0,0.0,0.0,4,zAUWjTyzPM,Stiff-Legged Deadlift,sk69K93vt6,2018-11-07,fake_id_417
skkxxQY0iK,170.0,19.0,,,,1,2FCwTdy9g3,Tricep Dip,Tc6t9Fy3zD,2016-10-21,fake_id_410
m0KVBwprzF,24.94761001896019,5.0,0.0,0.0,0.0,1,ux4iLZOEKA,Sumo Deadlift,blrVZxmpkf,2018-07-31,fake_id_409
sL7816rgj4,9.071858188712797,10.0,0.0,0.0,0.0,1,brP7Y4q8ag,Front Plate Raise,K1pPFGSKCO,2019-01-20,fake_id_416
0eWRiCGoWb,14.0,12.0,0.0,0.0,0.0,5,0HZLUWHYhB,Concentration Curl,OEOZsZWbfM,2018-06-15,fake_id_412
u9FSyfS70c,30.0,15.0,,,,1,7gN4ygFrHj,Machine Rear Delt Fly,xfAz7gFGN3,2017-03-03,fake_id_409
weEIP4eaT7,6.8038936415345965,12.0,0.0,0.0,0.0,3,dFDgm8XwFE,Front Plate Raise,2rPrrvqes2,2019-01-17,fake_id_416
W2044AdzcU,97.52247552866255,3.0,0.0,0.0,0.0,3,ElAFIl83GL,Snatch-Grip Deadlift,RUsDJ240lZ,2018-09-08,fake_id_422
rY5zGSqy61,45.35929094356398,6.0,0.0,0.0,0.0,4,kO323WMXAk,Machine Rear Delt Fly,LgZI8BGC69,2018-05-15,fake_id_417
vC7hoNgbAc,122.47008554762272,20.0,0.0,0.0,0.0,2,LPdKYbu7Ls,Calf Press,pi555eOpxZ,2018-10-16,fake_id_417
udnfcU35Tl,100.0,5.0,,,,1,K5f7exFZXj,Machine Row,pFs3cO3x9K,2016-12-28,fake_id_410
gb71k22HDs,6.8038936415345965,15.0,0.0,0.0,0.0,3,2KltHtY1YU,Cable Face Pull,dx7xuj17tl,2019-08-09,fake_id_409
HkhmjUkdCa,20.0,10.0,0.0,0.0,0.0,4,Pqiiam8N8S,Dumbbell Step Up,4VOYK7usdY,2018-01-28,fake_id_415
mQRWMO1te9,10.0,12.0,0.0,0.0,0.0,2,OzNu7B8BR4,Hanging Knee Raise,oqkngz9mkz,2018-01-10,fake_id_412
4YBbRVfC3b,0.0,5.0,0.0,0.0,0.0,2,9eaIcZM29j,TRX Tricep Extension,uwXCHrQ3n3,2018-05-24,fake_id_412
ZID2FlEgNG,25.0,10.0,0.0,0.0,0.0,2,sGcIrG7ywH,Cable Preacher Curl,GccE1Pebv7,2018-08-12,fake_id_412
i3N8xkoCr3,0.0,12.0,0.0,0.0,0.0,2,moiWKha9Pt,Dip,HMHYZv3MOh,2019-08-14,fake_id_414
fQ5esqZFyb,30.0,12.0,0.0,0.0,0.0,4,cugDyCwwXh,Single Arm Landmine Row,9EBrdoArQR,2018-06-28,fake_id_415
MAEmscqDla,0.0,20.0,0.0,0.0,0.0,1,1xdcmGBkmt,Scissor Crossover Kick,q0p09SvL0e,2018-06-19,fake_id_421
uvKAW0hG0x,97.52247552866255,8.0,0.0,0.0,0.0,5,IG4X2wJguy,Hammerstrength Chest Press,NxUdhxOW3b,2019-08-21,fake_id_419
b17BA40SsF,11.339822735890994,10.0,0.0,0.0,0.0,2,Mx9irfJGiZ,Cable Tricep Extension,hQkytP6c32,2019-01-05,fake_id_416
wjQunkzL0s,29.483539113316585,6.0,0.0,0.0,0.0,2,n9KUUYVtES,Hang Snatch,GAN18GkvAJ,2018-08-06,fake_id_423
uehONNF991,13.607787283069193,12.0,0.0,0.0,0.0,1,oBSYYWFlY0,Dumbbell Back Fly,dvmu7edTOK,2018-05-17,fake_id_424
lVEQf41HYb,20.0,10.0,,,,1,6QbIBqD7Gi,Cable Tricep Extension,crtC7t9Kfo,2017-02-26,fake_id_409
sGRf7bIZeo,58.96707822663317,8.0,0.0,0.0,0.0,1,iyrPbHdFJP,Reverse Hyperextension,Pyu2PCG0ER,2018-02-15,fake_id_417
ZGGLsHAE3h,22.67964547178199,6.0,0.0,0.0,0.0,3,EbgnhXKino,Concentration Curl,xREqZPdi19,2019-09-04,fake_id_414
frnd9P9K46,22.67964547178199,10.0,0.0,0.0,0.0,1,WJxFIlZmyH,Smith Machine Bench Press,ahJzbQ9Jrz,2019-06-03,fake_id_426
oldlDJFNpD,0.0,6.0,0.0,0.0,0.0,1,9jenaLDXPo,Wide Grip Pull Up,i4uRfShAlL,2019-07-12,fake_id_414
sc1Dkl1ih8,0.0,12.0,0.0,0.0,0.0,1,KprsJ8nCtE,Box Jump,gVAXoGKHmK,2018-08-03,fake_id_412
B5WUqARUDR,60.0,7.0,,,,3,KnUPE6dH5C,Cable Chest Press,zI8aH4NIox,2016-09-14,fake_id_410
xSJdoSBKm6,14.741769556658292,6.0,0.0,0.0,0.0,3,61VBKvwr15,Shotgun Row,T3UNrfTeP0,2018-02-02,fake_id_417
waGOKzz0eJ,38.555397302029384,10.0,0.0,0.0,0.0,1,khLr5CHsm9,Hammerstrength Chest Press,2Jz8ib11En,2019-08-19,fake_id_414
5wZaoD0zcx,0.0,10.0,0.0,0.0,0.0,4,uV4eAeh3f4,Burpee,DKLF3RmR2q,2018-05-06,fake_id_424
swfd8mdN00,11.339822735890994,10.0,0.0,0.0,0.0,3,GbHGYxjE9k,Cable Preacher Curl,Kh3WCPuHjB,2018-07-04,fake_id_409
ZBCwdidvgD,0.0,12.0,0.0,0.0,0.0,2,ZYOjbcPkFL,TRX Atomic Push Up,IHHjYQmyeF,2019-07-26,fake_id_419
JrRzzIkUe7,0.0,15.0,0.0,0.0,0.0,2,esfEI5ixf9,Walking Lunge,gMtHvDCpUv,2019-06-07,fake_id_419
r8hVdLfJg1,55.0,5.0,0.0,0.0,0.0,4,ZNJVJGdoB0,Smith Machine Bench Press,V8bcdxeUwd,2018-09-28,fake_id_412
CoOasaMvDB,6.8038936415345965,12.0,0.0,0.0,0.0,1,bQsDestijy,Cable Tricep Extension,cinO9PS021,2019-06-13,fake_id_416
R9sYYiq3Go,15.87575183024739,12.0,0.0,0.0,0.0,1,KfpZgNnBpl,Hammerstrength Incline Chest Press,KwjrlGoWRA,2018-06-03,fake_id_409
1DmUEbPW2Q,95.0,5.0,0.0,0.0,0.0,2,xhpHCAf6BV,Clean Deadlift,mUSnTCg5QY,2018-07-04,fake_id_412
fFm9ymKhIY,15.0,15.0,,,,2,2WtDIhLIbB,Arnold Dumbbell Press,xfAz7gFGN3,2017-03-03,fake_id_409
90WNWBgwYh,106.59433371737532,6.0,0.0,0.0,0.0,4,VuY6zBQITF,Standing Barbell Calf Raise,K6xM3KMcHC,2018-03-28,fake_id_417
